case_id,country,outcome_genocide,case_type,start_year,end_year,identity_source,identity_status,date_status,source_note,A_R,A_R_status,A_R_source,A_R_note,P_R,P_R_status,P_R_source,P_R_note,W_R,W_R_status,W_R_source,W_R_note,I_R,I_R_status,I_R_source,I_R_note,S_R,S_R_status,S_R_source,S_R_note,E_R,E_R_status,E_R_source,E_R_note,A_M,A_M_status,A_M_source,A_M_note,P_M,P_M_status,P_M_source,P_M_note,W_M,W_M_status,W_M_source,W_M_note,I_M,I_M_status,I_M_source,I_M_note,S_M,S_M_status,S_M_source,S_M_note,E_M,E_M_status,E_M_source,E_M_note
PNG_1989,Papua New Guinea,0,Ethnic War,1989,1997,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
PER_1962,Peru,0,Regime Change,1962,1962,SCIP-2006-vintage consolidated page,reconstructed-v1,cross-version-date-drift,Case identity is stable; exact begin date differs in later PITF versions and must be resolved before condition coding.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
PER_1968,Peru,0,Regime Change,1968,1968,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
PER_1982,Peru,0,Complex,1982,1997,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
ROU_1989,Romania,0,Revolutionary War,1989,1989,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
RUS_1994,Russia,0,Ethnic War,1994,2006,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
SEN_1962,Senegal,0,Regime Change,1962,1963,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
SEN_1992,Senegal,0,Ethnic War,1992,1999,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
SLE_1967,Sierra Leone,0,Complex,1967,1971,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
SLE_1991,Sierra Leone,0,Complex,1991,2002,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
SGP_1963,Singapore,0,Regime Change,1963,1965,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
SOM_1969,Somalia,0,Regime Change,1969,1969,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
ZAF_1984,South Africa,0,Complex,1984,1996,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
SWZ_1973,Swaziland,0,Regime Change,1973,1973,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
SYR_1961,Syria,0,Regime Change,1961,1966,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
TJK_1992,Tajikistan,0,Revolutionary War,1992,1998,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
THA_1965,Thailand,0,Complex,1965,1983,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
TUR_1971,Turkey,0,Regime Change,1971,1971,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
TUR_1980,Turkey,0,Complex,1980,,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
GBR_1971,United Kingdom,0,Ethnic War,1971,1982,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
URY_1971,Uruguay,0,Regime Change,1971,1973,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
SUN_1991,USSR (Soviet Union),0,Regime Change,1991,1991,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
YMN_1962,"Yemen, North",0,Revolutionary War,1962,1970,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
YMS_1986,"Yemen, South",0,Revolutionary War,1986,1986,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
YEM_1994,Yemen,0,Revolutionary War,1994,1994,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
YUG_1991,Yugoslavia,0,Complex,1991,1992,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
ZMB_1964,Zambia,0,Complex,1964,1972,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
ZMB_1996,Zambia,0,Regime Change,1996,1996,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
ZWE_1972,Zimbabwe,0,Complex,1972,1987,SCIP-2006-vintage consolidated page,reconstructed-v1,provisional-vintage-date,Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery.,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,,,UNRESOLVED,,
