source_id,source_family,construct,country,country_code,year_or_wave,period_start,period_end,resolution,source_era,coverage_status,value_inspected,note
WHR2024_ANNUAL,Gallup/WHR,Life Ladder,Afghanistan,,2008,2008,2008,country-year,,observed,no,Coverage-only row generated from validated WHR2024 annual mirror; outcome value omitted.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Japan,JPN,1981,1981,1981,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Japan,JPN,1982,1982,1982,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Japan,JPN,1983,1983,1983,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Japan,JPN,1984,1984,1984,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Japan,JPN,1985,1985,1985,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Japan,JPN,1986,1986,1986,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Japan,JPN,1987,1987,1987,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Japan,JPN,1988,1988,1988,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Japan,JPN,1989,1989,1989,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Japan,JPN,1990,1990,1990,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Japan,JPN,1991,1991,1991,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Japan,JPN,1992,1992,1992,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Japan,JPN,1993,1993,1993,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Japan,JPN,1994,1994,1994,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Japan,JPN,1995,1995,1995,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Japan,JPN,1996,1996,1996,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Japan,JPN,1997,1997,1997,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Japan,JPN,1998,1998,1998,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Japan,JPN,1999,1999,1999,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Japan,JPN,2000,2000,2000,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Japan,JPN,2001,2001,2001,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Japan,JPN,2002,2002,2002,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Japan,JPN,2003,2003,2003,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Japan,JPN,2004,2004,2004,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Japan,JPN,2005,2005,2005,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Japan,JPN,2006,2006,2006,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Japan,JPN,2007,2007,2007,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Japan,JPN,2008,2008,2008,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Japan,JPN,2009,2009,2009,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Japan,JPN,2010,2010,2010,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Japan,JPN,2011,2011,2011,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Japan,JPN,2012,2012,2012,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Japan,JPN,2013,2013,2013,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Japan,JPN,2014,2014,2014,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Japan,JPN,2015,2015,2015,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Japan,JPN,2016,2016,2016,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Japan,JPN,2017,2017,2017,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Japan,JPN,2018,2018,2018,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Japan,JPN,2019,2019,2019,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Japan,JPN,2020,2020,2020,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Japan,JPN,2021,2021,2021,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Japan,JPN,2022,2022,2022,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Japan,JPN,2023,2023,2023,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Jordan,JOR,2005,2005,2005,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Jordan,JOR,2006,2006,2006,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Jordan,JOR,2007,2007,2007,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Jordan,JOR,2008,2008,2008,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Jordan,JOR,2009,2009,2009,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Jordan,JOR,2010,2010,2010,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Jordan,JOR,2011,2011,2011,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Jordan,JOR,2012,2012,2012,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Jordan,JOR,2013,2013,2013,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Jordan,JOR,2014,2014,2014,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Jordan,JOR,2015,2015,2015,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Jordan,JOR,2016,2016,2016,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Jordan,JOR,2017,2017,2017,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Jordan,JOR,2018,2018,2018,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Jordan,JOR,2019,2019,2019,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Jordan,JOR,2020,2020,2020,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Jordan,JOR,2021,2021,2021,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Jordan,JOR,2022,2022,2022,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Jordan,JOR,2023,2023,2023,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kazakhstan,KAZ,2005,2005,2005,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kazakhstan,KAZ,2006,2006,2006,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kazakhstan,KAZ,2007,2007,2007,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kazakhstan,KAZ,2008,2008,2008,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kazakhstan,KAZ,2009,2009,2009,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kazakhstan,KAZ,2010,2010,2010,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kazakhstan,KAZ,2011,2011,2011,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kazakhstan,KAZ,2012,2012,2012,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kazakhstan,KAZ,2013,2013,2013,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kazakhstan,KAZ,2014,2014,2014,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kazakhstan,KAZ,2015,2015,2015,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kazakhstan,KAZ,2016,2016,2016,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kazakhstan,KAZ,2017,2017,2017,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kazakhstan,KAZ,2018,2018,2018,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kazakhstan,KAZ,2019,2019,2019,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kazakhstan,KAZ,2020,2020,2020,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kazakhstan,KAZ,2021,2021,2021,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kazakhstan,KAZ,2022,2022,2022,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kazakhstan,KAZ,2023,2023,2023,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kenya,KEN,2005,2005,2005,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kenya,KEN,2006,2006,2006,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kenya,KEN,2007,2007,2007,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kenya,KEN,2008,2008,2008,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kenya,KEN,2009,2009,2009,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kenya,KEN,2010,2010,2010,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kenya,KEN,2011,2011,2011,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kenya,KEN,2012,2012,2012,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kenya,KEN,2013,2013,2013,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kenya,KEN,2014,2014,2014,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kenya,KEN,2015,2015,2015,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kenya,KEN,2016,2016,2016,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kenya,KEN,2017,2017,2017,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kenya,KEN,2018,2018,2018,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kenya,KEN,2019,2019,2019,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kenya,KEN,2020,2020,2020,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kenya,KEN,2021,2021,2021,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kenya,KEN,2022,2022,2022,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kenya,KEN,2023,2023,2023,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kuwait,KWT,2005,2005,2005,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kuwait,KWT,2006,2006,2006,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kuwait,KWT,2007,2007,2007,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kuwait,KWT,2008,2008,2008,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kuwait,KWT,2009,2009,2009,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kuwait,KWT,2010,2010,2010,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kuwait,KWT,2011,2011,2011,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kuwait,KWT,2012,2012,2012,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kuwait,KWT,2013,2013,2013,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kuwait,KWT,2014,2014,2014,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kuwait,KWT,2015,2015,2015,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kuwait,KWT,2016,2016,2016,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kuwait,KWT,2017,2017,2017,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kuwait,KWT,2018,2018,2018,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kuwait,KWT,2019,2019,2019,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kuwait,KWT,2020,2020,2020,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kuwait,KWT,2021,2021,2021,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
OWID_ANNUAL_HOURS,OWID / Huberman-Minns + Penn World Table,Annual working hours per worker,Kuwait,KWT,2022,2022,2022,country-year,Penn World Table era,observed,no,Coverage-only row. Numeric hours value deliberately omitted from this pre-effect coverage gate.
